id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
239563,tt2170593,1.542392,13000000,54837234,St. Vincent,Bill Murray|Melissa McCarthy|Naomi Watts|Chris O'Dowd|Terrence Howard,http://stvincent-movie.com/,Theodore Melfi,Love Thy Neighbor,babysitter|friendship|neighbor|divorce|child of divorce,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",102,Comedy,The Weinstein Company|Crescendo Productions|Chernin Entertainment|Goldenlight Films,10/9/14,531,7.1,2014,11974183.6600289,50510085.4864604
136797,tt2369135,1.541069,66000000,203277636,Need for Speed,Aaron Paul|Dominic Cooper|Imogen Poots|Rami Malek|RamÃ³n RodrÃ­guez,,Scott Waugh,For honor. For love. For redemption.,street race|super cars|super speed|car|based on video game,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",130,Action|Crime|Drama|Thriller,DreamWorks SKG|Reliance Entertainment|Bandito Brothers|Touchstone Pictures|Electronic Arts,3/13/14,1117,6.2,2014,60792009.3509163,187237211.341578
286554,tt2140619,1.53689,0,18612,Two Night Stand,Analeigh Tipton|Miles Teller|Jessica Szohr|Leven Rambin|Scott Mescudi,http://haveatwonightstand.com/,Max Nichols,Before love. After sex.,sex|new year's eve|one-night stand|snow storm|new york city,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",86,Romance|Comedy,Demarest Films|Flynn Picture Company,9/26/14,466,6.3,2014,0,17143.3466369584
170687,tt0787474,1.440084,60000000,108255770,The Boxtrolls,Ben Kingsley|Isaac Hempstead Wright|Elle Fanning|Dee Bradley Baker|Steve Blum,,Graham Annable|Anthony Stacchi,When troubles strikes friends stack together,based on novel|stop motion animation|father daughter relationship|unlikely friendship|duringcreditsstinger,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",97,Animation|Comedy|Family|Fantasy,Laika Entertainment,9/10/14,498,6.6,2014,55265463.0462875,99713420.9413734
87093,tt1126590,1.398713,10000000,28883511,Big Eyes,Amy Adams|Christoph Waltz|Krysten Ritter|Danny Huston|Jason Schwartzman,,Tim Burton,She created it. He sold it. And they bought it.,wife husband relationship|artist|court case,"A drama centered on the awakening of the painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",105,Drama,The Weinstein Company|Silverwood Films|Electric City Entertainment|Tim Burton Productions,12/24/14,710,6.8,2014,9210910.50771459,26604343.496959
110416,tt1865505,1.37667,0,857522,Song of the Sea,Brendan Gleeson|Fionnula Flanagan|David Rawle|Pat Shortt|Jon Kenny,http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/,Tomm Moore,Let the song of the sea sway your heart...,fairy tale|lighthouse|folk music|lighthouse keeper   |irish,"The story of the last Seal Childâ€™s journey home. After their motherâ€™s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his motherâ€™s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",93,Family|Animation|Fantasy,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions,9/6/14,263,8,2014,0,789855.840039643
216282,tt2106361,1.3155,50000000,160602194,Into the Storm,Richard Armitage|Sarah Wayne Callies|Matt Walsh|Nathan Kress|Alycia Debnam-Carey,,Steven Quale,Prepare to go,tornado|student|found footage|disaster movie,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.",89,Action|Thriller,New Line Cinema|Village Roadshow Pictures|Broken Road Productions,8/6/14,572,5.7,2014,46054552.5385729,147929243.627661
289720,tt1552224,1.312103,25000000,0,Outcast,Hayden Christensen|Nicolas Cage|Liu Yifei|Summer Jike|Andy On,,Nick Powell,To save their souls they must save a kingdom.,emperor|chinese emperor|warrior,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel Uncle, who seeks their deaths.",98,Action,Media Max Productions|22h22|Notorious Films,9/26/14,87,4.4,2014,23027276.2692864,0
192102,tt2172934,1.304588,28000000,0,3 Days to Kill,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|TÃ³mas Lemarquis,http://www.movie-censorship.com/report.php?ID=689035,McG,"The question is, kill or die?",paris|spy|cia|terrorist|fight,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",113,Action|Drama|Thriller|Crime,Wonderland Sound and Vision|EuropaCorp|Relativity Media|3DTK|Feelgood Entertainment,2/14/14,668,6,2014,25790549.4216008,0
218836,tt2980706,1.240895,50000000,151165787,Planes: Fire & Rescue,Dane Cook|Ed Harris|Julie Bowen|Curtis Armstrong|John Michael Higgins,http://movies.disney.com/planes-fire-and-rescue,Roberts Gannaway,"When others fly out, heroes fly in.",firemen|national park|sequel|anthropomorphic car|anthropomorphic vehicles,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",83,Animation|Comedy|Adventure|Family,Walt Disney Pictures|DisneyToon Studios|Prana Studios|Prana Animation Studios,7/17/14,223,5.9,2014,46054552.5385729,139237453.588524
144336,tt1742334,1.214094,35000000,17508518,Sabotage,Arnold Schwarzenegger|Sam Worthington|Mireille Enos|Joe Manganiello|Harold Perrineau,,David Ayer,Leave no loose ends,drug cartel|dea,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",110,Action|Drama|Thriller|Crime,Open Road Films|QED International|Albert S. Ruddy Productions|Crave Films|Roth Films,3/28/14,422,5.4,2014,32238186.777001,16126939.242071
188161,tt2557490,1.211609,0,0,A Million Ways to Die in the West,Seth MacFarlane|Charlize Theron|Liam Neeson|Amanda Seyfried|Neil Patrick Harris,,Seth MacFarlane,Bring protection.,gunslinger|farmer|wild west,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",116,Comedy|Western,Media Rights Capital|Fuzzy Door Productions|Bluegrass Films|RGB Media,5/22/14,1074,5.9,2014,0,0
255157,tt2376218,1.197444,0,0,The Forger,John Travolta|Christopher Plummer|Tye Sheridan|Abigail Spencer|Marcus Thomas,,Philip Martin,Never too late for a final blow,suspense|theft,"A former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son, only to be forced to alter his plans and commit one more job for the man who financed his release.",95,Thriller|Crime|Drama,Code Entertainment|Solution Entertainment Group|Freedom Media|Siren Digital - Hollywood,9/10/14,74,5.3,2014,0,0
171372,tt1605717,1.196549,0,645186,Frank,Michael Fassbender|Maggie Gyllenhaal|Domhnall Gleeson|Scoot McNairy|Hayley Derryberry,http://www.magpictures.com/frank/,Lenny Abrahamson,"When you think you've gone far enough, go farther.",identity|musician|music|friendship|mysterious,A comedy about a young wannabe musician (Domhnall Gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank (Michael Fassbender).,95,Comedy|Drama|Mystery,Element Pictures|Film4|Runaway Fridge Productions,5/2/14,443,6.8,2014,0,594275.050683035
244506,tt2994190,1.191423,1000000,0,Camp X-Ray,Kristen Stewart|Peyman Moaadi|Lane Garrison|Joseph Julian Soria|John Carroll Lynch,http://www.ifcfilms.com/films/camp-x-ray,Peter Sattler,Connection takes courage,guantanamo bay|female soldier|female protagonist|american abroad|military police,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",111,Drama,Gotham Group|Upload Films|GNK Productions|Rough House Pictures|Young Gang,10/17/14,232,6.7,2014,921091.050771459,0
136835,tt2011159,1.146492,13200000,53830415,No Good Deed,Idris Elba|Taraji P. Henson|Leslie Bibb|Kate del Castillo|Henry Simmons,http://sites.sonypictures.com/nogooddeed/teaser/,Sam Miller,First he gets into your house. Then he gets into your head.,sadistic|hostage|sociopath|serial killer|blood,"Terri, a devoted wife and mother of two, lives an ideal life that takes a dramatic turn when her home and children are threatened by Colin, a charming stranger who smooth-talks his way into her house, claiming car trouble. The unexpected invitation leaves her and her family terrorized and fighting for survival.",84,Thriller,Sony Pictures|Screen Gems,9/12/14,105,5.8,2014,12158401.8701832,49582713.5158137
284293,tt3316960,1.142614,5000000,41797583,Still Alice,Julianne Moore|Alec Baldwin|Kristen Stewart|Kate Bosworth|Shane McRae,,Richard Glatzer|Wash Westmoreland,,mother|professor|illness,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",99,Drama,Killer Films|Big Indie Pictures|Backup Media|BSM Studio,12/5/14,725,7.5,2014,4605455.25385729,38499379.6451773
256274,tt2870612,1.140302,5000000,40100000,"As Above, So Below",Perdita Weeks|Ben Feldman|Edwin Hodge|FranÃ§ois Civil|Marion Lambert,http://www.asabovesobelowmovie.com/,John Erick Dowdle,The only way out is down.,paris|treasure|catacombs|written by director|scientist,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",93,Horror|Thriller,Legendary Pictures,8/14/14,501,6.1,2014,4605455.25385729,36935751.1359355
277547,tt2139555,1.111485,0,0,Playing It Cool,Chris Evans|Michelle Monaghan|Aubrey Plaza|Ioan Gruffudd|Martin Starr,,Justin Reardon,Love... it's a balancing act,screenwriter|love|friends|romance|lying,"The story of a young man disillusioned by love who meets a breathtaking young woman at a charity dinner by pretending to be a philanthropist. Turns out that sheâ€™s engaged to a guy who doesnâ€™t like her going on dates. Challenged by the chase, and egged on by his eclectic friends, he feigns a platonic relationship in order to keep seeing her as he tries to conquer her heart",94,Comedy|Romance,Wonderland Sound and Vision|Voltage Pictures,9/26/14,171,5.6,2014,0,0
226857,tt2318092,1.077877,20000000,34077920,Endless Love,Alex Pettyfer|Gabriella Wilde|Robert Patrick|Rhys Wakefield|Emma Rigby,,Shana Feste,Say Goodbye to Innocence,woman director|teenage romance,"When beautiful Jade (Gabriella Wilde) meets charismatic David (Alex Pettyfer), her sheltered world of privilege is turned upside down as the pair's instant desire sparks a reckless summer love affair. While Jade leaves behind her inhibitions and innocence as she falls for David, he works to prove himself worthy of her love. But when David's mysterious past and Jade's overprotective father threaten to tear them apart, their romance will be put to the ultimate test.",103,Drama|Romance,Universal Pictures|Fake Empire|Bluegrass Films,2/12/14,357,6.6,2014,18421821.0154291,31388867.1409057
184098,tt2239832,1.041267,24000000,70181428,Think Like a Man Too,Kevin Hart|Regina Hall|Michael Ealy|Jerry Ferrara|Taraji P. Henson,,Tim Story,,,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",106,Comedy|Romance,Screen Gems|Will Packer Productions|Silver State Production Services,6/19/14,175,6.2,2014,22106185.218515,64643485.2611615
271674,tt0900387,1.039133,15000000,9104716,Suite FranÃ§aise,Michelle Williams|Kristin Scott Thomas|Matthias Schoenaerts|Sam Riley|Ruth Wilson,,Saul Dibb,Based on the Best Selling Novel,based on novel|world war ii|love|french resistance|nazi occupation,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.",107,Drama|Romance|War,Qwerty Films|Alliance Films|Canal+|TF1 Droits Audiovisuels|Scope Pictures,11/5/14,161,6.9,2014,13816365.7615718,8386272.42741572
250546,tt3322940,1.018115,6500000,255273813,Annabelle,Annabelle Wallis|Alfre Woodard|Eric Ladin|Tony Amendola|Gabriel Bateman,http://annabellemovie.com/,John R. Leonetti,"Before the Conjuring, there was Annabelle.",prequel|evil doll|killer doll|spin off|doll,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",99,Horror,New Line Cinema|The Safran Company|Evergreen Media Group|RatPac-Dune Entertainment,10/2/14,827,5.6,2014,5987091.83001448,235130424.650607
328763,tt3033948,1.014673,0,0,Echoes,Steven Brand|Kevin Brewerton|Ivory Dortch|Kate French,,Nils Timm,The truth is a nightmare.,sleep|paralysis,"A young writer experiences visions during episodes of sleep paralysis, and she retreats with her boyfriend to an isolated house in the desert. As the visions worsen, she teeters on the edge of insanity as she uncovers a life-threatening secret.",88,Drama|Horror|Thriller,FatFree Films,7/5/14,11,3.3,2014,0,0
261103,tt3336368,0.999341,0,0,Maya the Bee Movie,Jenifer Bartoli|Christophe MaÃ©|Coco Jack Gillies|Kodi Smit-McPhee|Richard Roxburgh,,Alexs Stadermann,,,"Freshly hatched bee Maya is a little whirlwind and won't follow the rules of the hive. One of these rules is not to trust the hornets that live beyond the meadow. When the Royal Jelly is stolen, the hornets are suspected and Maya is thought to be their accomplice. No one believes that she is the innocent victim and no one will stand by her except for her good-natured and best friend Willy. After a long and eventful journey to the hornets hive Maya and Willy soon discover the true culprit and the two friends finally bond with the other residents of the opulent meadow.",79,Family|Animation,Zweites Deutsches Fernsehen (ZDF)|Screen Australia|Screen NSW|Flying Bark Productions|Fish Blowing Bubbles,9/11/14,14,5.6,2014,0,0
225565,tt1800246,0.988081,8000000,26049082,That Awkward Moment,Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis,,Tom Gormican,When you realize getting some means wanting more.,male friendship|friendship|dating|relationship|duringcreditsstinger,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",94,Comedy|Romance,Treehouse Pictures,1/29/14,713,6,2014,7368728.40617167,23993576.3110119
200505,tt2223990,0.98174,27000000,28831145,Draft Day,Kevin Costner|Jennifer Garner|Tom Welling|Sam Elliott|Terry Crews,,Ivan Reitman,The greatest victories don't always happen on the field.,sport|duringcreditsstinger,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",109,Drama,Summit Entertainment|Lionsgate,4/11/14,207,6.5,2014,24869458.3708294,26556109.6429943
254473,tt1430612,0.979655,28000000,68896829,Brick Mansions,Paul Walker|David Belle|RZA|Robert Maillet|Carlo Rota,,Camille Delamarre,Undercover and never Outgunned,martial arts|atomic bomb|ghetto|parkour|cops,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",90,Action|Crime|Drama,Canal+|EuropaCorp|CinÃ©+|D8,4/22/14,476,5.8,2014,25790549.4216008,63460252.6184315
242224,tt2321549,0.967846,2000000,6676471,The Babadook,Essie Davis|Noah Wiseman|Daniel Henshall|Hayley McElhinney|Cathy Adamek,http://thebabadook.com/,Jennifer Kent,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",monster|nightmare|book|dysfunctional family|single mother,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",93,Drama|Thriller|Horror,South Australian Film Corporation|Screen Australia|Smoking Gun Productions|Causeway Films,5/22/14,1089,6.5,2014,1842182.10154291,6149637.68883517
226486,tt2103254,0.966048,20000000,100525432,Tammy,Melissa McCarthy|Susan Sarandon|Kathy Bates|Allison Janney|Dan Aykroyd,,Ben Falcone,She hit the road. The road hit back.,,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",97,Comedy,New Line Cinema|Gary Sanchez Productions,7/2/14,381,5.1,2014,18421821.0154291,92593075.7901349
286519,tt3302706,0.965197,0,0,Boychoir,Dustin Hoffman|Kevin McHale|Josh Lucas|Debra Winger|Kathy Bates,,FranÃ§ois Girard,Extraordinary talent needs extraordinary inspiration,talent|music|school|singing|orphan,"Stet, a troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school back East after the death of his single mom. Completely out of his element, he finds himself in a battle of wills with a demanding Choir Master who recognizes a unique talent in this young boy as he pushes him to discover his creative heart and soul in music.",106,Drama,Informant Media|Informant Films,9/4/14,42,6.5,2014,0,0
284689,tt1441953,0.956582,0,1822250,Testament of Youth,Alicia Vikander|Kit Harington|Taron Egerton|Colin Morgan|Dominic West,,James Kent,Divided by war. United by love.,world war i|war|based on autobiography,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a womanâ€™s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, itâ€™s a film about young love, the futility of war and how to make sense of the darkest times.",129,History|Drama|War,BBC Films|Heyday Films,10/14/14,151,7,2014,0,1678458.16726829
250066,tt2923316,0.954807,10000000,0,American Heist,Hayden Christensen|Adrien Brody|Jordana Brewster|Akon|Laura Cayouette,,Sarik Andreasyan,Brothers in arms for life.,brother brother relationship|robbery|bank,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",94,Action,NGN Productions|Glacier Films|Maple Leaf Finance Primeredian Entertainment,9/11/14,116,4.3,2014,9210910.50771459,0
244772,tt1571249,0.929125,0,5284309,The Skeleton Twins,Kristen Wiig|Bill Hader|Luke Wilson|Ty Burrell|Boyd Holbrook,,Craig Johnson,Family is a cruel joke.,new york|adultery|confession|brother sister relationship|infidelity,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",90,Drama,Duplass Brothers Productions|Venture Forth,9/12/14,208,6.7,2014,0,4867329.72941108
260339,tt2904626,0.928771,0,0,Salting the Battlefield,Bill Nighy|Helena Bonham Carter|Ralph Fiennes|Ewen Bremner|Judy Davis,,David Hare,,mi5|johnny worricker,"David Hare concludes his trilogy of films about MI5 renegade Johnny Worricker with another fugue on power, secrets and the British establishment. Johnny Worricker goes on the run with Margot Tyrell across Europe, and with the net closing in, the former MI5 man knows his only chance of resolving his problems is to return home and confront prime minister Alec Beasley.",93,Mystery|Drama|Action|Crime,BBC Films|Carnival Films|Heyday Films,3/27/14,19,6.3,2014,0,0
137321,tt1837709,0.92537,60000000,30800231,Winter's Tale,Colin Farrell|Jessica Brown Findlay|Russell Crowe|William Hurt|Jennifer Connelly,http://www.winterstalemovie.com/,Akiva Goldsman,This is not a true story. This is true love.,based on novel,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",118,Drama|Fantasy|Mystery|Romance,Village Roadshow Pictures|Weed Road Pictures|Warner Bros.,2/13/14,327,5.9,2014,55265463.0462875,28369817.1357936
234200,tt3169706,0.920514,0,7523634,Pride,Ben Schnetzer|Bill Nighy|Imelda Staunton|Dominic West|Paddy Considine,,Matthew Warchus,Based on the inspirational true story.,lgbt,"Itâ€™s the summer of 1984 â€“ Margaret Thatcher is in power and the National Union of Mineworkers (NUM) is on strike. At the Gay Pride March in London, a group of gay and lesbian activists decides to raise money to support the families of the striking miners. But there is a problem. The Union seems embarrassed to receive their support.  But the activists are not deterred. They decide to ignore the Union and go direct to the miners. They identify a mining village in the Dulais Valley,  in deepest Wales, and set off in a mini bus to make their donation in person. And so begins the extraordinary story of two seemingly alien communities who form a surprising and ultimately triumphant partnership.",117,Drama|Comedy,Calamity Films,9/12/14,288,7.7,2014,0,6929951.94667988
244264,tt2034031,0.916578,0,0,Laggies,Keira Knightley|ChloÃ« Grace Moretz|Sam Rockwell|Kaitlyn Dever|Ellie Kemper,,Lynn Shelton,Acting your age is so overrated.,friendship|coming of age|mother daughter relationship|female protagonist|father daughter relationship,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",100,Romance|Comedy,Anonymous Content|Merced Media Partners|PenLife Media,9/25/14,279,6.1,2014,0,0
241848,tt2980592,0.916435,5000000,2367161,The Guest,Dan Stevens|Maika Monroe|Sheila Kelley|Ethan Embry|Joel David Moore,,Adam Wingard,Be careful who you let in,bar|halloween|high school|iraq war veteran|murder,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",99,Mystery|Thriller|Action,HanWay Films|Snoot Entertainment,9/17/14,402,6.6,2014,4605455.25385729,2180370.81283522
238215,tt3203616,0.897075,0,0,The Cobbler,Adam Sandler|Dan Stevens|Steve Buscemi|Dustin Hoffman|Ellen Barkin,,Tom McCarthy,Saving the neighborhood one sole at a time.,comedy,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",98,Fantasy|Comedy|Drama,Next Wednesday Productions|Voltage Pictures,9/11/14,364,5.4,2014,0,0
171424,tt2403021,0.890965,5000000,6833445,The Green Inferno,Lorenza Izzo|Ariel Levy|Sky Ferreira|Nicolas Martinez|Kirby Bliss Blanton,,Eli Roth,Fear will eat you alive.,chile|gore|jungle|extreme violence|cannibal,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not aloneâ€¦ and that no good deed goes unpunished.",100,Horror|Thriller,Worldview Entertainment|Dragonfly Entertainment|Sobras International Pictures|Top Hat Releasing|BH Tilt,9/4/14,194,4.8,2014,4605455.25385729,6294225.03543897
229297,tt2870756,0.889246999999999,0,32339326,Magic in the Moonlight,Colin Firth|Emma Stone|Hamish Linklater|Marcia Gay Harden|Jacki Weaver,,Woody Allen,,provence|aunt|magician|spiritualist,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",97,Comedy|Drama|Romance,Perdido Productions|Harbor Picture Company,7/25/14,464,6.3,2014,0,29787463.7665807
239678,tt1371150,0.876066,19800000,41296320,This Is Where I Leave You,Jason Bateman|Tina Fey|Adam Driver|Rose Byrne|Corey Stoll,,Shawn Levy,Welcome Home. Get Uncomfortable.,based on novel|funeral|dysfunctional family|death of father|man child,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother (Jane Fonda) and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",103,Drama|Comedy,Spring Creek Productions|21 Laps Entertainment|Warner Bros.,9/10/14,377,6.5,2014,18237602.8052749,38037670.7817944
294652,tt2452200,0.86636,0,0,Son of a Gun,Ewan McGregor|Brenton Thwaites|Alicia Vikander|Jacek Koman|Matthew Nable,,Julius Avery,Everyone gets what they deserve,prison|robbery|gold|boat|mine,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",108,Action|Crime|Drama|Thriller,Media House Capital|Altitude Film Entertainment|Daydream Productions|Bridle Path Films|Southern Light Films,10/16/14,193,6.1,2014,0,0
244509,tt1179031,0.863235,0,427418,Cold in July,Michael C. Hall|Don Johnson|Sam Shepard|Vinessa Shaw|Nick Damici,,Jim Mickle,How many men can one bullet kill?,self-defense|revenge|murder|home invasion,"How can a split-second decision change your life? While investigating noises in his house one balmy Texas night in 1989, Richard Dane puts a bullet in the brain of low-life burglar Freddy Russell. Although heâ€™s hailed as a small-town hero, Dane soon finds himself fearing for his familyâ€™s safety when Freddyâ€™s ex-con father, Ben, rolls into town, hell-bent on revenge.",109,Drama|Thriller,Backup Media|Paradise City|BSM Studio|Bullet Pictures,5/23/14,153,6.3,2014,0,393690.894738635
227783,tt1821658,0.833734,0,0,The Nut Job,Will Arnett|Katherine Heigl|Brendan Fraser|Liam Neeson|Stephen Lang,,Peter Lepeniotis,Let's Get Nuts!,squirrel|3d animation,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",85,Animation|Comedy|Family|Adventure,Open Road Films|Gulfstream Pictures|Red Rover International|ToonBox Entertainment,1/17/14,233,5.4,2014,0,0
151368,tt2409818,0.81219,0,0,Open Windows,Elijah Wood|Sasha Grey|Neil Maskell|Nacho Vigalondo|Brian Elder,,Nacho Vigalondo,The 21st Century REAR WINDOW.,high technology|written by director|voyeurism,"Nick is excited to discover that he's won a dinner date with his favorite actress, Jill Goddard. But when Jill refuses to honor the contest, he receives an offer he can't refuse: the ability to view Jill secretly via computer. Nick begins watching the unknowing star on her webcam, not realizing that this decision will put both himself and Jill at risk as they enter a terrifying world of cat-and-mouse where nothing-and no one-are as they seem.",101,Thriller|Action|Crime,Wild Bunch|Sayaka Producciones Audiovisuales|Apaches Entertainment|La Panda|Atresmedia Cine,7/4/14,130,5.1,2014,0,0
230179,tt2088003,0.805839,8500000,7500000,Big Game,Samuel L. Jackson|Onni Tommila|Ted Levine|Victor Garber|Felicity Huffman,https://www.facebook.com/BigGameMovie,Jalmari Helander,Big Action. Big Adventure.,terrorist|parachute|president|air force one|escape,"When Air Force One is shot down by terrorists leaving the President of the United States stranded in the wilderness, there is only one person around who can save him - a 13-year old boy called Oskari. In the forest on a hunting mission to prove his maturity to his kinsfolk, Oskari had been planning to track down a deer, but instead discovers the most powerful man on the planet in an escape pod. With the terrorists closing in to capture their own ""Big Game"" prize, the unlikely duo must team up to escape their hunters. As anxious Pentagon officials observe the action via satellite feed, it is up to the President and his new side-kick to prove themselves and survive the most extraordinary 24 hours of their lives.",90,Action|Adventure,Head Gear Films|Altitude Film Entertainment|Film House Germany|Metrol Technology|Ketchup Entertainment,9/5/14,261,5.2,2014,7829273.9315574,6908182.88078594
